edge_id,source_id,target_id,edge_type,score,evidence,method,confidence
e:vg:gwas:variant:rs10401176:gene:ENSG00000283673,variant:rs10401176,gene:ENSG00000283673,variant_gene,0.3840959581760112,gwas,,
e:vg:gwas:variant:rs10402271:gene:ENSG00000187244,variant:rs10402271,gene:ENSG00000187244,variant_gene,0.43849673199952477,gwas,,
e:vg:l2g:variant:rs10402524:gene:ENSG00000187244,variant:rs10402524,gene:ENSG00000187244,variant_gene,0.1870788186788559,l2g,,
e:vg:gwas:variant:rs10405693:gene:ENSG00000187244,variant:rs10405693,gene:ENSG00000187244,variant_gene,0.45076262484267793,gwas,,
e:vg:gwas:variant:rs10407439:gene:PVRL2,variant:rs10407439,gene:PVRL2,variant_gene,1.0,gwas,,
e:vg:gwas:variant:rs10421247:gene:ENSG00000007047,variant:rs10421247,gene:ENSG00000007047,variant_gene,0.2718300653328581,gwas,,
e:vg:gwas:variant:rs10421247:gene:ENSG00000179846,variant:rs10421247,gene:ENSG00000179846,variant_gene,0.2718300653328581,gwas,,
e:vg:l2g:variant:rs10422253:gene:ENSG00000125741,variant:rs10422253,gene:ENSG00000125741,variant_gene,0.32179155945777893,l2g,,
e:vg:gwas:variant:rs10426401:gene:ENSG00000073008,variant:rs10426401,gene:ENSG00000073008,variant_gene,0.3507626248426779,gwas,,
e:vg:gwas:variant:rs10426401:gene:ENSG00000216588,variant:rs10426401,gene:ENSG00000216588,variant_gene,0.3507626248426779,gwas,,
e:vg:gwas:variant:rs10426401:gene:ENSG00000283673,variant:rs10426401,gene:ENSG00000283673,variant_gene,0.3507626248426779,gwas,,
e:vg:gwas:variant:rs10426401:gene:ENSG00000290603,variant:rs10426401,gene:ENSG00000290603,variant_gene,0.3507626248426779,gwas,,
e:vg:gwas:variant:rs10426423:gene:PVRL2,variant:rs10426423,gene:PVRL2,variant_gene,0.18409595817601124,gwas,,
e:vg:l2g:variant:rs10437655:gene:ENSG00000066336,variant:rs10437655,gene:ENSG00000066336,variant_gene,0.20955196022987366,l2g,,
e:vg:l2g:variant:rs10437655:gene:ENSG00000134571,variant:rs10437655,gene:ENSG00000134571,variant_gene,0.05729115009307861,l2g,,
e:vg:l2g:variant:rs10437655:gene:ENSG00000165915,variant:rs10437655,gene:ENSG00000165915,variant_gene,0.38120725750923157,l2g,,
e:vg:l2g:variant:rs10437655:gene:ENSG00000165916,variant:rs10437655,gene:ENSG00000165916,variant_gene,0.05351061373949051,l2g,,
e:vg:gwas:variant:rs10498633:gene:ENSG00000100599,variant:rs10498633,gene:ENSG00000100599,variant_gene,0.27406162498721187,gwas,,
e:vg:gwas:variant:rs10498633:gene:ENSG00000140090,variant:rs10498633,gene:ENSG00000140090,variant_gene,0.27406162498721187,gwas,,
e:vg:gwas:variant:rs10498633:gene:SLC2A4A,variant:rs10498633,gene:SLC2A4A,variant_gene,0.2,gwas,,
e:vg:gwas:variant:rs10501320:gene:C11orf49,variant:rs10501320,gene:C11orf49,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000025434,variant:rs10501320,gene:ENSG00000025434,variant_gene,0.5174292915093446,gwas,,
e:vg:l2g:variant:rs10501320:gene:ENSG00000025434,variant:rs10501320,gene:ENSG00000025434,variant_gene,0.14464980363845825,l2g,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000030066,variant:rs10501320,gene:ENSG00000030066,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000066336,variant:rs10501320,gene:ENSG00000066336,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000109919,variant:rs10501320,gene:ENSG00000109919,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000109920,variant:rs10501320,gene:ENSG00000109920,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000110492,variant:rs10501320,gene:ENSG00000110492,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000110497,variant:rs10501320,gene:ENSG00000110497,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000110514,variant:rs10501320,gene:ENSG00000110514,variant_gene,0.5174292915093446,gwas,,
e:vg:l2g:variant:rs10501320:gene:ENSG00000110514,variant:rs10501320,gene:ENSG00000110514,variant_gene,0.7128627896308899,l2g,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000110536,variant:rs10501320,gene:ENSG00000110536,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000123444,variant:rs10501320,gene:ENSG00000123444,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000134569,variant:rs10501320,gene:ENSG00000134569,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000134571,variant:rs10501320,gene:ENSG00000134571,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000134574,variant:rs10501320,gene:ENSG00000134574,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000134575,variant:rs10501320,gene:ENSG00000134575,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000149091,variant:rs10501320,gene:ENSG00000149091,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000149177,variant:rs10501320,gene:ENSG00000149177,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000149182,variant:rs10501320,gene:ENSG00000149182,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000149187,variant:rs10501320,gene:ENSG00000149187,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000157613,variant:rs10501320,gene:ENSG00000157613,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000165912,variant:rs10501320,gene:ENSG00000165912,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000165915,variant:rs10501320,gene:ENSG00000165915,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000165916,variant:rs10501320,gene:ENSG00000165916,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000165917,variant:rs10501320,gene:ENSG00000165917,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000165923,variant:rs10501320,gene:ENSG00000165923,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000172247,variant:rs10501320,gene:ENSG00000172247,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000175213,variant:rs10501320,gene:ENSG00000175213,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000175216,variant:rs10501320,gene:ENSG00000175216,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000175220,variant:rs10501320,gene:ENSG00000175220,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000175224,variant:rs10501320,gene:ENSG00000175224,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000180210,variant:rs10501320,gene:ENSG00000180210,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000180423,variant:rs10501320,gene:ENSG00000180423,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000180720,variant:rs10501320,gene:ENSG00000180720,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000196666,variant:rs10501320,gene:ENSG00000196666,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000212135,variant:rs10501320,gene:ENSG00000212135,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000213619,variant:rs10501320,gene:ENSG00000213619,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000247675,variant:rs10501320,gene:ENSG00000247675,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000263540,variant:rs10501320,gene:ENSG00000263540,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000264102,variant:rs10501320,gene:ENSG00000264102,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000265014,variant:rs10501320,gene:ENSG00000265014,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000275208,variant:rs10501320,gene:ENSG00000275208,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10501320:gene:ENSG00000283497,variant:rs10501320,gene:ENSG00000283497,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs10512049:gene:ENSG00000099139,variant:rs10512049,gene:ENSG00000099139,variant_gene,0.18409595817601124,gwas,,
e:vg:l2g:variant:rs1071644:gene:ENSG00000197943,variant:rs1071644,gene:ENSG00000197943,variant_gene,0.6764987111091614,l2g,,
e:vg:gwas:variant:rs10748526:gene:ENSG00000108219,variant:rs10748526,gene:ENSG00000108219,variant_gene,0.17993133362240124,gwas,,
e:vg:gwas:variant:rs10751667:gene:ENSG00000183020,variant:rs10751667,gene:ENSG00000183020,variant_gene,0.2073949583205452,gwas,,
e:vg:gwas:variant:rs10791882:gene:ENSG00000248746,variant:rs10791882,gene:ENSG00000248746,variant_gene,0.17670099985546603,gwas,,
e:vg:l2g:variant:rs10792263:gene:ENSG00000110079,variant:rs10792263,gene:ENSG00000110079,variant_gene,0.43748360872268677,l2g,,
e:vg:l2g:variant:rs10792263:gene:ENSG00000166926,variant:rs10792263,gene:ENSG00000166926,variant_gene,0.47609612345695496,l2g,,
e:vg:gwas:variant:rs10792830:gene:AP003097.1,variant:rs10792830,gene:AP003097.1,variant_gene,0.17406162498721187,gwas,,
e:vg:l2g:variant:rs10792831:gene:ENSG00000073921,variant:rs10792831,gene:ENSG00000073921,variant_gene,0.6139066815376282,l2g,,
e:vg:gwas:variant:rs10792832:gene:ENSG00000073921,variant:rs10792832,gene:ENSG00000073921,variant_gene,0.8348585830186892,gwas,,
e:vg:l2g:variant:rs10792832:gene:ENSG00000073921,variant:rs10792832,gene:ENSG00000073921,variant_gene,0.7037345767021179,l2g,,
e:vg:gwas:variant:rs10794342:gene:ENSG00000183020,variant:rs10794342,gene:ENSG00000183020,variant_gene,0.17993133362240124,gwas,,
e:vg:gwas:variant:rs10807828:gene:ENSG00000105954,variant:rs10807828,gene:ENSG00000105954,variant_gene,0.1718300653328581,gwas,,
e:vg:gwas:variant:rs10807828:gene:ENTREZ:7312,variant:rs10807828,gene:ENTREZ:7312,variant_gene,0.1718300653328581,gwas,,
e:vg:gwas:variant:rs10808026:gene:ENSG00000146904,variant:rs10808026,gene:ENSG00000146904,variant_gene,0.3333333333333333,gwas,,
e:vg:l2g:variant:rs10808026:gene:ENSG00000146904,variant:rs10808026,gene:ENSG00000146904,variant_gene,0.8824298977851868,l2g,,
e:vg:gwas:variant:rs10808026:gene:ENSG00000159840,variant:rs10808026,gene:ENSG00000159840,variant_gene,0.3333333333333333,gwas,,
e:vg:gwas:variant:rs10808026:gene:ENSG00000229153,variant:rs10808026,gene:ENSG00000229153,variant_gene,0.3333333333333333,gwas,,
e:vg:gwas:variant:rs1081105:gene:ENSG00000130203,variant:rs1081105,gene:ENSG00000130203,variant_gene,1.0,gwas,,
e:vg:l2g:variant:rs1081105:gene:ENSG00000130203,variant:rs1081105,gene:ENSG00000130203,variant_gene,0.2361772060394287,l2g,,
e:vg:l2g:variant:rs1081105:gene:ENSG00000130204,variant:rs1081105,gene:ENSG00000130204,variant_gene,0.0566617026925087,l2g,,
e:vg:l2g:variant:rs1081105:gene:ENSG00000130208,variant:rs1081105,gene:ENSG00000130208,variant_gene,0.17309275269508362,l2g,,
e:vg:gwas:variant:rs10816848:gene:ENSG00000243444,variant:rs10816848,gene:ENSG00000243444,variant_gene,0.17670099985546603,gwas,,
e:vg:gwas:variant:rs10838725:gene:ENSG00000149187,variant:rs10838725,gene:ENSG00000149187,variant_gene,0.26666666666666666,gwas,,
e:vg:gwas:variant:rs10860097:gene:ENSG00000139350,variant:rs10860097,gene:ENSG00000139350,variant_gene,0.1899656668112006,gwas,,
e:vg:gwas:variant:rs10903488:gene:ENSG00000185736,variant:rs10903488,gene:ENSG00000185736,variant_gene,0.18409595817601124,gwas,,
e:vg:l2g:variant:rs10933431:gene:ENSG00000168918,variant:rs10933431,gene:ENSG00000168918,variant_gene,0.6784132719039917,l2g,,
e:vg:gwas:variant:rs10933431:gene:INPPD5,variant:rs10933431,gene:INPPD5,variant_gene,0.3015252496853558,gwas,,
e:vg:gwas:variant:rs10937470:gene:UTS2D,variant:rs10937470,gene:UTS2D,variant_gene,0.1681919163520225,gwas,,
e:vg:gwas:variant:rs10948363:gene:ENSG00000198087,variant:rs10948363,gene:ENSG00000198087,variant_gene,0.3433676665221327,gwas,,
e:vg:l2g:variant:rs10948363:gene:ENSG00000198087,variant:rs10948363,gene:ENSG00000198087,variant_gene,0.6979093551635742,l2g,,
e:vg:l2g:variant:rs10948367:gene:ENSG00000198087,variant:rs10948367,gene:ENSG00000198087,variant_gene,0.5503880381584167,l2g,,
e:vg:gwas:variant:rs10953322:gene:ENSG00000169871,variant:rs10953322,gene:ENSG00000169871,variant_gene,0.17670099985546603,gwas,,
e:vg:gwas:variant:rs10968750:gene:ENSG00000174482,variant:rs10968750,gene:ENSG00000174482,variant_gene,0.1899656668112006,gwas,,
e:vg:gwas:variant:rs11006923:gene:ENSG00000150054,variant:rs11006923,gene:ENSG00000150054,variant_gene,0.1681919163520225,gwas,,
e:vg:gwas:variant:rs11023139:gene:ENSG00000129084,variant:rs11023139,gene:ENSG00000129084,variant_gene,0.3384967319995248,gwas,,
e:vg:gwas:variant:rs11023139:gene:ENSG00000133818,variant:rs11023139,gene:ENSG00000133818,variant_gene,0.3384967319995248,gwas,,
e:vg:l2g:variant:rs11023139:gene:ENSG00000133818,variant:rs11023139,gene:ENSG00000133818,variant_gene,0.2299378216266632,l2g,,
e:vg:gwas:variant:rs11023139:gene:ENSG00000262655,variant:rs11023139,gene:ENSG00000262655,variant_gene,0.3384967319995248,gwas,,
e:vg:l2g:variant:rs11023139:gene:ENSG00000262655,variant:rs11023139,gene:ENSG00000262655,variant_gene,0.505795955657959,l2g,,
e:vg:gwas:variant:rs11055612:gene:ENSG00000273079,variant:rs11055612,gene:ENSG00000273079,variant_gene,0.18409595817601124,gwas,,
e:vg:gwas:variant:rs11083743:gene:ENSG00000216588,variant:rs11083743,gene:ENSG00000216588,variant_gene,0.3,gwas,,
e:vg:gwas:variant:rs11099660:gene:ENSG00000164168,variant:rs11099660,gene:ENSG00000164168,variant_gene,0.18409595817601124,gwas,,
e:vg:gwas:variant:rs11121365:gene:ENSG00000171621,variant:rs11121365,gene:ENSG00000171621,variant_gene,0.1899656668112006,gwas,,
e:vg:gwas:variant:rs111278892:gene:ENSG00000064687,variant:rs111278892,gene:ENSG00000064687,variant_gene,0.3365636671002685,gwas,,
e:vg:gwas:variant:rs111358663:gene:ENSG00000130203,variant:rs111358663,gene:ENSG00000130203,variant_gene,0.5174292915093446,gwas,,
e:vg:gwas:variant:rs11136000:gene:ENSG00000120885,variant:rs11136000,gene:ENSG00000120885,variant_gene,0.3015252496853558,gwas,,
e:vg:l2g:variant:rs11136000:gene:ENSG00000120885,variant:rs11136000,gene:ENSG00000120885,variant_gene,0.8377087116241455,l2g,,
e:vg:gwas:variant:rs111371860:gene:ENSG00000187244,variant:rs111371860,gene:ENSG00000187244,variant_gene,0.4,gwas,,
e:vg:gwas:variant:rs111371860:gene:PVRL2,variant:rs111371860,gene:PVRL2,variant_gene,1.0,gwas,,
e:vg:gwas:variant:rs111436800:gene:ENSG00000228592,variant:rs111436800,gene:ENSG00000228592,variant_gene,0.17670099985546603,gwas,,
e:vg:gwas:variant:rs11148252:gene:ENSG00000136100,variant:rs11148252,gene:ENSG00000136100,variant_gene,0.1681919163520225,gwas,,
e:vg:gwas:variant:rs11154851:gene:ENSG00000171408,variant:rs11154851,gene:ENSG00000171408,variant_gene,0.26666666666666666,gwas,,
e:vg:l2g:variant:rs11154851:gene:ENSG00000171408,variant:rs11154851,gene:ENSG00000171408,variant_gene,0.7883500456809998,l2g,,
e:vg:gwas:variant:rs11158198:gene:C14orf37,variant:rs11158198,gene:C14orf37,variant_gene,0.1899656668112006,gwas,,
e:vg:gwas:variant:rs11168036:gene:ENSG00000113068,variant:rs11168036,gene:ENSG00000113068,variant_gene,0.2718300653328581,gwas,,
e:vg:l2g:variant:rs11168036:gene:ENSG00000113068,variant:rs11168036,gene:ENSG00000113068,variant_gene,0.06846865266561508,l2g,,
e:vg:gwas:variant:rs11168036:gene:ENSG00000113070,variant:rs11168036,gene:ENSG00000113070,variant_gene,0.2718300653328581,gwas,,
e:vg:l2g:variant:rs11168036:gene:ENSG00000113070,variant:rs11168036,gene:ENSG00000113070,variant_gene,0.5606502294540405,l2g,,
e:vg:gwas:variant:rs111740474:gene:CTB-171A8.1,variant:rs111740474,gene:CTB-171A8.1,variant_gene,0.6767009998554661,gwas,,
e:vg:l2g:variant:rs111789331:gene:ENSG00000130203,variant:rs111789331,gene:ENSG00000130203,variant_gene,0.8128913640975952,l2g,,
e:vg:l2g:variant:rs111789331:gene:ENSG00000130208,variant:rs111789331,gene:ENSG00000130208,variant_gene,0.13632452487945557,l2g,,
e:vg:l2g:variant:rs111789331:gene:ENSG00000267467,variant:rs111789331,gene:ENSG00000267467,variant_gene,0.05007866770029068,l2g,,
e:vg:gwas:variant:rs11218343:gene:ENSG00000137642,variant:rs11218343,gene:ENSG00000137642,variant_gene,0.4666666666666667,gwas,,
e:vg:l2g:variant:rs11218343:gene:ENSG00000137642,variant:rs11218343,gene:ENSG00000137642,variant_gene,0.8297563791275024,l2g,,
e:vg:gwas:variant:rs112404845:gene:ENSG00000106078,variant:rs112404845,gene:ENSG00000106078,variant_gene,0.17670099985546603,gwas,,
e:vg:gwas:variant:rs112481437:gene:ENSG00000104859,variant:rs112481437,gene:ENSG00000104859,variant_gene,0.5666666666666667,gwas,,
e:vg:gwas:variant:rs1125355:gene:ENSG00000163331,variant:rs1125355,gene:ENSG00000163331,variant_gene,0.17993133362240124,gwas,,
e:vg:gwas:variant:rs1125355:gene:ENSG00000243792,variant:rs1125355,gene:ENSG00000243792,variant_gene,0.17993133362240124,gwas,,
e:vg:gwas:variant:rs11257238:gene:ENSG00000134463,variant:rs11257238,gene:ENSG00000134463,variant_gene,0.26666666666666666,gwas,,
e:vg:l2g:variant:rs11257238:gene:ENSG00000134463,variant:rs11257238,gene:ENSG00000134463,variant_gene,0.5584118366241455,l2g,,
e:vg:l2g:variant:rs11257238:gene:ENSG00000148429,variant:rs11257238,gene:ENSG00000148429,variant_gene,0.5972414016723633,l2g,,
e:vg:gwas:variant:rs11257242:gene:ENSG00000134463,variant:rs11257242,gene:ENSG00000134463,variant_gene,0.2566323334778673,gwas,,
e:vg:gwas:variant:rs112724034:gene:ENSG00000112893,variant:rs112724034,gene:ENSG00000112893,variant_gene,0.4015252496853558,gwas,,
e:vg:l2g:variant:rs112724034:gene:ENSG00000112893,variant:rs112724034,gene:ENSG00000112893,variant_gene,0.6420020461082458,l2g,,
e:vg:gwas:variant:rs112724034:gene:ENSG00000253224,variant:rs112724034,gene:ENSG00000253224,variant_gene,0.4015252496853558,gwas,,
e:vg:gwas:variant:rs1129187:gene:ENSG00000124587,variant:rs1129187,gene:ENSG00000124587,variant_gene,0.1718300653328581,gwas,,
e:vg:gwas:variant:rs113260531:gene:ENSG00000161929,variant:rs113260531,gene:ENSG00000161929,variant_gene,0.3015252496853558,gwas,,
e:vg:gwas:variant:rs113524839:gene:ENSG00000164176,variant:rs113524839,gene:ENSG00000164176,variant_gene,0.2032303337669352,gwas,,
e:vg:gwas:variant:rs114036675:gene:ENSG00000069399,variant:rs114036675,gene:ENSG00000069399,variant_gene,0.31742929150934457,gwas,,
e:vg:gwas:variant:rs114360492:gene:ENSG00000174469,variant:rs114360492,gene:ENSG00000174469,variant_gene,0.2899656668112006,gwas,,
e:vg:l2g:variant:rs114360492:gene:ENSG00000174469,variant:rs114360492,gene:ENSG00000174469,variant_gene,0.8277995586395264,l2g,,
e:vg:l2g:variant:rs114782266:gene:ENSG00000064687,variant:rs114782266,gene:ENSG00000064687,variant_gene,0.5911163091659546,l2g,,
e:vg:gwas:variant:rs114812713:gene:ENSG00000124602,variant:rs114812713,gene:ENSG00000124602,variant_gene,0.4,gwas,,
e:vg:gwas:variant:rs115102486:gene:ENSG00000165959,variant:rs115102486,gene:ENSG00000165959,variant_gene,0.2566323334778673,gwas,,
e:vg:l2g:variant:rs11554586:gene:ENSG00000136717,variant:rs11554586,gene:ENSG00000136717,variant_gene,0.7615180015563965,l2g,,
e:vg:gwas:variant:rs115550680:gene:ENSG00000064687,variant:rs115550680,gene:ENSG00000064687,variant_gene,0.2899656668112006,gwas,,
e:vg:l2g:variant:rs115550680:gene:ENSG00000064687,variant:rs115550680,gene:ENSG00000064687,variant_gene,0.39970502257347107,l2g,,
e:vg:gwas:variant:rs115550680:gene:ENSG00000116032,variant:rs115550680,gene:ENSG00000116032,variant_gene,0.2899656668112006,gwas,,
e:vg:l2g:variant:rs115550680:gene:ENSG00000116032,variant:rs115550680,gene:ENSG00000116032,variant_gene,0.05197634547948837,l2g,,
e:vg:gwas:variant:rs115550680:gene:HMHA1,variant:rs115550680,gene:HMHA1,variant_gene,0.2899656668112006,gwas,,
e:vg:l2g:variant:rs11556505:gene:ENSG00000130204,variant:rs11556505,gene:ENSG00000130204,variant_gene,0.3872065246105194,l2g,,
e:vg:gwas:variant:rs115684722:gene:ENSG00000116991,variant:rs115684722,gene:ENSG00000116991,variant_gene,0.2073949583205452,gwas,,
e:vg:gwas:variant:rs115816806:gene:ENSG00000078124,variant:rs115816806,gene:ENSG00000078124,variant_gene,0.21003433318879938,gwas,,
e:vg:l2g:variant:rs115882880:gene:ENSG00000116032,variant:rs115882880,gene:ENSG00000116032,variant_gene,0.7001670598983765,l2g,,
e:vg:gwas:variant:rs11601321:gene:ENSG00000165495,variant:rs11601321,gene:ENSG00000165495,variant_gene,0.16989700043360187,gwas,,
e:vg:gwas:variant:rs116038905:gene:ENSG00000071051,variant:rs116038905,gene:ENSG00000071051,variant_gene,0.18409595817601124,gwas,,
e:vg:l2g:variant:rs116038905:gene:ENSG00000071051,variant:rs116038905,gene:ENSG00000071051,variant_gene,0.8187268376350403,l2g,,
